Time (ms),Spikeling Vm (mV),Stimulus (%),Total Current Input (a.u.),Synapse 1 Vm (mV),Synapse 1 Input (a.u.),Synapse 2 Vm (mV),Synapse 2 Input (a.u.),Trigger
45.5,-76.3722594,0,-1,-65,0,-65,0,0
45.6,-76.4313181,0,0,-65,0,-65,0,0
45.7,-76.38254375,0,-3,-65,0,-65,0,0
45.8,-76.6379354,0,3,-65,0,-65,0,0
45.9,-76.26343417,0,0,-65,0,-65,0,0
46,-76.22947874,0,-2,-65,0,-65,0,0
46.1,-76.39801072,0,0,-65,0,-65,0,0
46.2,-76.34666727,0,1,-65,0,-65,0,0
46.3,-76.19977543,0,-3,-65,0,-65,0,0
46.4,-76.46783093,0,2,-65,0,-65,0,0
46.5,-76.20497431,0,-1,-65,0,-65,0,0
46.6,-76.26998033,0,-2,-65,0,-65,0,0
46.7,-76.42660878,0,1,-65,0,-65,0,0
46.8,-76.26464772,0,-2,-65,0,-65,0,0
46.9,-76.419398,0,2,-65,0,-65,0,0
47,-76.15577983,0,-3,-65,0,-65,0,0
47.1,-76.42001995,0,0,-65,0,-65,0,0
47.2,-76.3538864,0,-3,-65,0,-65,0,0
47.3,-76.59387798,0,1,-65,0,-65,0,0
47.4,-76.40581147,0,1,-65,0,-65,0,0
47.5,-76.23758898,0,-2,-65,0,-65,0,0
47.6,-76.38675742,0,0,-65,0,-65,0,0
47.7,-76.31822956,0,-3,-65,0,-65,0,0
47.8,-76.55608754,0,-2,-65,0,-65,0,0
47.9,-76.66620951,0,3,-65,0,-65,0,0
48,-76.26268241,0,0,-65,0,-65,0,0
48.1,-76.20303666,0,1,-65,0,-65,0,0
48.2,-76.04874965,0,1,-65,0,-65,0,0
48.3,-75.91009546,0,2,-65,0,-65,0,0
48.4,-75.68521546,0,1,-65,0,-65,0,0
48.5,-75.58309217,0,0,-65,0,-65,0,0
